row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
1259,flow_immigration_from_abroad,count,2005,2829,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1260,flow_immigration_from_abroad,count,2006,2573,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1261,flow_immigration_from_abroad,count,2007,2574,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1262,flow_immigration_from_abroad,count,2008,1864,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1263,flow_immigration_from_abroad,count,2009,1133,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1264,flow_immigration_from_abroad,count,2010,934,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1265,flow_immigration_from_abroad,count,2011,916,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1266,flow_immigration_from_abroad,count,2012,801,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1267,flow_immigration_from_abroad,count,2013,847,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1268,flow_immigration_from_abroad,count,2014,837,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1269,flow_immigration_from_abroad,count,2015,949,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1270,flow_immigration_from_abroad,count,2016,1105,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1271,flow_immigration_from_abroad,count,2017,1360,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1272,flow_immigration_from_abroad,count,2018,2027,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1273,flow_immigration_from_abroad,count,2019,2654,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1274,flow_immigration_from_abroad,count,2020,1629,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1275,flow_immigration_from_abroad,count,2021,5831,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1276,flow_immigration_from_abroad,count,2022,7306,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1277,flow_immigration_from_abroad,count,2023,7796,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1278,flow_immigration_from_abroad,count,2024,8680,persons,all,45-49,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1279,flow_immigration_from_abroad,count,1998,51,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1280,flow_immigration_from_abroad,count,2000,277,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1281,flow_immigration_from_abroad,count,2001,293,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1282,flow_immigration_from_abroad,count,2004,693,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1283,flow_immigration_from_abroad,count,2005,924,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1284,flow_immigration_from_abroad,count,2006,849,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1285,flow_immigration_from_abroad,count,2007,819,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1286,flow_immigration_from_abroad,count,2008,463,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1287,flow_immigration_from_abroad,count,2009,316,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1288,flow_immigration_from_abroad,count,2010,301,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1289,flow_immigration_from_abroad,count,2011,322,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1290,flow_immigration_from_abroad,count,2012,264,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1291,flow_immigration_from_abroad,count,2013,264,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1292,flow_immigration_from_abroad,count,2014,373,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1293,flow_immigration_from_abroad,count,2015,334,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1294,flow_immigration_from_abroad,count,2016,371,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1295,flow_immigration_from_abroad,count,2017,414,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1296,flow_immigration_from_abroad,count,2018,623,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1297,flow_immigration_from_abroad,count,2019,815,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1298,flow_immigration_from_abroad,count,2020,470,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1299,flow_immigration_from_abroad,count,2021,2239,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1300,flow_immigration_from_abroad,count,2022,2711,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1301,flow_immigration_from_abroad,count,2023,2859,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1302,flow_immigration_from_abroad,count,2024,3501,persons,male,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1303,flow_immigration_from_abroad,count,1998,93,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1304,flow_immigration_from_abroad,count,1999,150,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1305,flow_immigration_from_abroad,count,2000,430,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1306,flow_immigration_from_abroad,count,2001,490,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1307,flow_immigration_from_abroad,count,2004,1170,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1308,flow_immigration_from_abroad,count,2005,1533,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1309,flow_immigration_from_abroad,count,2006,1522,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1310,flow_immigration_from_abroad,count,2007,1523,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1311,flow_immigration_from_abroad,count,2008,976,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1312,flow_immigration_from_abroad,count,2009,702,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1313,flow_immigration_from_abroad,count,2010,700,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1314,flow_immigration_from_abroad,count,2011,734,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1315,flow_immigration_from_abroad,count,2012,541,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1316,flow_immigration_from_abroad,count,2013,531,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1317,flow_immigration_from_abroad,count,2014,647,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1318,flow_immigration_from_abroad,count,2015,646,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1319,flow_immigration_from_abroad,count,2016,741,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1320,flow_immigration_from_abroad,count,2017,912,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1321,flow_immigration_from_abroad,count,2018,1309,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1322,flow_immigration_from_abroad,count,2019,1635,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1323,flow_immigration_from_abroad,count,2020,922,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1324,flow_immigration_from_abroad,count,2021,3523,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1325,flow_immigration_from_abroad,count,2022,4623,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1326,flow_immigration_from_abroad,count,2023,4689,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1327,flow_immigration_from_abroad,count,2024,5435,persons,all,50-54,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1328,flow_immigration_from_abroad,count,1998,36,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1329,flow_immigration_from_abroad,count,2000,140,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1330,flow_immigration_from_abroad,count,2001,113,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1331,flow_immigration_from_abroad,count,2004,300,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1332,flow_immigration_from_abroad,count,2005,482,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
